maDiaDiem,tenDiaDiem,moTa,diaChi,maTinhThanh,loaiDiaDiem,viDo,kinhDo,giaVe,gioMoCua,gioDongCua,dienThoai,website,danhGiaTrungBinh,soLuotDanhGia,soLuotXem,maNguoiTao,ngayTao,lanCapNhatCuoi,trangThai,dacDiem,tienNghi
619,Suối khoáng nóng Đak Mol,,"Thôn Đắk Sơn 1, Đắk Song, Huyện Đắk Song, Đắc Nông",0,giai_tri,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=63"", ""email"": """", ""item_id"": ""63"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
620,Khu du lịch sinh thái Xuân Thủy,,"hẻm 479, đường Lý Thái Tổ, Thành phố Pleiku",18,giai_tri,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=66"", ""email"": """", ""item_id"": ""66"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
621,Quảng trường Đại Đoàn Kết,,"142 Lê Lợi, Thành phố Pleiku",18,giai_tri,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=69"", ""email"": """", ""item_id"": ""69"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
622,Starlight Cinema,,"Tầng 5, tòa nhà Kim Center, 53 Quang Trung, Thành phố Pleiku",18,giai_tri,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=72"", ""email"": """", ""item_id"": ""72"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
623,Nhà vườn Đức Đường,,"Thôn Nam Sơn, Huyện Nghi Xuân, Hà Tĩnh",22,giai_tri,0.0,0.0,0.0,,,0913309376,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=75"", ""email"": ""ducduong.nxn@gmail.com"", ""item_id"": ""75"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
624,Nông trại hoa hồng,,"Thôn Tân Sơn, Huyện Thạch Hà, Hà Tĩnh",22,giai_tri,0.0,0.0,0.0,,,0977159617,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=78"", ""email"": """", ""item_id"": ""78"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
625,Rạp chiếu phim CGV Hà Tĩnh,,"Tầng 3, Trung tâm Thương mại Vincom Plaza Hà Tĩnh, góc ngã tư Hàm Nghi và Hà Huy Tập, Thành phố Hà Tĩnh, Hà Tĩnh",22,giai_tri,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=81"", ""email"": """", ""item_id"": ""81"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
626,Lotte Cinema Nha Trang,,"Tầng 5 TTTM Maximart 60 Thái Nguyên, Thành phố Nha Trang, Khánh Hoà",51,giai_tri,0.0,0.0,0.0,,,02583824881,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=84"", ""email"": """", ""item_id"": ""84"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
627,Vinpearl Land Nha Trang,,"Đảo Hòn Tre, Thành phố Nha Trang, Khánh Hoà",28,giai_tri,0.0,0.0,0.0,,,025819006677,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=87"", ""email"": """", ""item_id"": ""87"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
628,Wonder Park Nha Trang,,"Đại lộ Nguyễn Tất Thành, Thành phố Nha Trang, Khánh Hoà",28,giai_tri,0.0,0.0,0.0,,,02582710399,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=90"", ""email"": """", ""item_id"": ""90"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
629,Khu du lịch Epic,,"tỉnh lộ 677, Thôn 13, Huyện Kon Rẫy, Kon Tum",30,giai_tri,0.0,0.0,0.0,,,0976582727,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=96"", ""email"": """", ""item_id"": ""96"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
630,Miệt vườn Kon Tum,,"Thôn Phương Quý, Thành phố Kon Tum, Kon Tum",30,giai_tri,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=99"", ""email"": """", ""item_id"": ""99"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
631,Rạp chiếu phim Cinemax,,"73 Lê Hồng Phong, Thành phố Kon Tum, Kon Tum",30,giai_tri,0.0,0.0,0.0,,,0866222877,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=102"", ""email"": """", ""item_id"": ""102"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
632,Bảo tàng Lâm Đồng,,"4 Hùng Vương, Thành phố Đà Lạt, Lâm Đồng",32,giai_tri,0.0,0.0,0.0,,,02633812624,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=105"", ""email"": ""baotangld@gmail.com"", ""item_id"": ""105"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
633,Khu du lịch Thúy Thuận,,"Tổ 13, thôn 1 đường vào Tà Nung, Thành phố Đà Lạt, Lâm Đồng",32,giai_tri,0.0,0.0,0.0,,,0972850679,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=108"", ""email"": """", ""item_id"": ""108"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
634,Sunny Farm,,"Dốc số 7, Thành phố Đà Lạt, Lâm Đồng",32,giai_tri,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=111"", ""email"": """", ""item_id"": ""111"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
635,Bảo tàng Xô Viết Nghệ Tĩnh,,"số 10 Đào Tấn, Thành phố Vinh, Nghệ An",37,giai_tri,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=114"", ""email"": """", ""item_id"": ""114"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
636,Galaxy Cinema Vinh,,"Lầu 5, Trung tâm giải trí City Hub, số 1 Lê Hồng Phong, Thành phố Vinh, Nghệ An",37,giai_tri,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=117"", ""email"": """", ""item_id"": ""117"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
637,Lotte Cinema Vinh,,"Lầu 5, tòa nhà Mường Thanh VRC số 1 Phan Bội Châu, Thành phố Vinh, Nghệ An",37,giai_tri,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=120"", ""email"": """", ""item_id"": ""120"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
638,Công viên nước TTC Resort,,"Biển Ninh Chữ, Đường Yên Ninh, Thành phố Phan Rang-Tháp Chàm, Ninh Thuận",39,giai_tri,0.0,0.0,0.0,,,02593874047,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=123"", ""email"": ""sales.ninhthuan@ttchotels.com"", ""item_id"": ""123"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
639,Farm Nam Hoa Viên,,"Nằm cách thành phố Phan Rang- Tháp Chàm khoảng 10 km về hướng Nam, Phước Dinh, Huyện Ninh Phước, Ninh Thuận",39,giai_tri,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=126"", ""email"": """", ""item_id"": ""126"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
640,Khu Du Lịch Tanyoli,,"Km 19, thôn Sơn Hải, Huyện Thuận Nam, Ninh Thuận",39,giai_tri,0.0,0.0,0.0,,,0901820168,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=129"", ""email"": ""salesmarketing.tanyoli@gmail.com"", ""item_id"": ""129"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
641,Không gian Hồn Xưa,,"đường vào Di tích danh thắng quốc gia Gành Đá Đĩa, Tuy An Bắc, Huyện Tuy An, Phú Yên",41,giai_tri,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=132"", ""email"": """", ""item_id"": ""132"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
642,Phim trường Bambi,,"thôn Xuân Hòa, Thành phố Tuy Hoà, Phú Yên",41,giai_tri,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=135"", ""email"": """", ""item_id"": ""135"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
643,Rạp chiếu phim CGV Vincom Phú Yên,,"Tầng 4, Trung tâm Thương mại Vincom Plaza, góc ngã tư Hùng Vương và Trần Phú, Thành phố Tuy Hoà, Phú Yên",41,giai_tri,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=138"", ""email"": """", ""item_id"": ""138"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
644,Công viên OZO,,"nằm trong quần thể VQG Phong Nha-Kẻ Bàng, Huyện Bố Trạch, Quảng Trị",46,giai_tri,0.0,0.0,0.0,,,02323854688,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=141"", ""email"": ""ozoparkquangbinh@gmail.com"", ""item_id"": ""141"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
645,Đồi cát Quang Phú,,"cách trung tâm thành phố Đồng Hới khoảng 10km về phía Đông Bắc, Thành Phố Đồng Hới, Quảng Trị",46,giai_tri,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=144"", ""email"": """", ""item_id"": ""144"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
646,Suối Nước Moọc,,"cách thành phố Đồng Hới khoảng 70km, Phong Nha, Huyện Bố Trạch, Quảng Trị",46,giai_tri,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=147"", ""email"": """", ""item_id"": ""147"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
647,Công viên Quảng trường 24-3,,"Đường Hùng Vương, Bàn Thạch, Thành phố Tam Kỳ, Quảng Nam",43,giai_tri,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=150"", ""email"": """", ""item_id"": ""150"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
648,Nhà biểu diễn nghệ thuật cổ truyền Hội An,,"66 Bạch Đằng, Thành phố Hội An, Quảng Nam",43,giai_tri,0.0,0.0,0.0,,,02353861159,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=153"", ""email"": """", ""item_id"": ""153"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
649,Nhà trưng bày Mỹ Sơn,,"nằm cạnh suối khe Thẻ, cách khu di tích Mỹ Sơn khoảng 02 km về hướng Tây Bắc, Huyện Duy Xuyên, Quảng Nam",43,giai_tri,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=156"", ""email"": """", ""item_id"": ""156"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
650,Biển Khe Hai,,"cách quốc lộ 1A khoảng 3 km về phía Đông, Huyện Bình Sơn, Quảng Ngãi",44,giai_tri,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=159"", ""email"": """", ""item_id"": ""159"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
651,Cánh đồng muối Sa Huỳnh,,"cách trung tâm thành phố chừng 60km, Sa Huỳnh, Huyện Đức Phổ, Quảng Ngãi",44,giai_tri,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=162"", ""email"": """", ""item_id"": ""162"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
652,Rạp chiếu phim CGV Vincom Quảng Ngãi,,"Vincom Quảng Ngãi, 26 Lê Thánh Tôn, Thành phố Quảng Ngãi, Quảng Ngãi",44,giai_tri,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=165"", ""email"": """", ""item_id"": ""165"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
653,Đồi cát vàng Nhĩ Hạ,,"Thôn Nhĩ Hạ, Huyện Gio Linh",22,giai_tri,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=168"", ""email"": """", ""item_id"": ""168"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
654,Khu du lịch Suối nước nóng Klu,,"Nằm trên Quốc lộ 9, cách thành phố Đông Hà khoảng 50 km về phía Tây, Đakrông, Huyện Đa Krông",22,giai_tri,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=171"", ""email"": """", ""item_id"": ""171"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
655,Khu lâm viên Cọ Dầu,,"Đường Hùng Vương, Thành phố Đông Hà",22,giai_tri,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=174"", ""email"": """", ""item_id"": ""174"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
656,Bảo tàng tỉnh Thanh Hóa,,"206 Trường Thi, Thành phố Thanh Hóa, Thanh Hoá",52,giai_tri,0.0,0.0,0.0,,,02373854526,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=177"", ""email"": ""baotangtth@gmail.com"", ""item_id"": ""177"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
657,Công viên Thanh Quảng,,"Đường Lê Hoàn, Thành phố Thanh Hóa, Thanh Hoá",52,giai_tri,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=180"", ""email"": """", ""item_id"": ""180"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
658,Nhà hát Ca múa kịch Lam Sơn,,"22 Phan Chu Trinh, Thành phố Thanh Hóa, Thanh Hoá",52,giai_tri,0.0,0.0,0.0,,,02373711512,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=183"", ""email"": ""nhahatcamuakichlamson@gmail.com"", ""item_id"": ""183"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
659,Không gian lưu niệm Lê Bá Đảng,,"Thôn Kim Sơn, Thị xã Hương Thủy, Thành phố Huế",64,giai_tri,0.0,0.0,0.0,,,02346274771,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=186"", ""email"": """", ""item_id"": ""186"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
660,Nhà hát Duyệt Thị Đường,,"Đường Đoàn Thị Điểm, Thành phố Huế, Thành phố Huế",64,giai_tri,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=189"", ""email"": """", ""item_id"": ""189"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
661,Rạp chiếu phim Cinestar Huế,,"25 Hai Bà Trưng, Thành phố Huế, Thành phố Huế",64,giai_tri,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=192"", ""email"": """", ""item_id"": ""192"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
662,Phố văn hóa - nghệ thuật Quy Nhơn,,"nằm trên đường Lê Đức Thọ, Thành phố Qui Nhơn, Gia Lai",18,giai_tri,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=195"", ""email"": """", ""item_id"": ""195"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
663,Quảng trường Nguyễn Tất Thành,,"nằm trên đại lộ Nguyễn Tất Thành, Thành phố Qui Nhơn, Gia Lai",18,giai_tri,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=198"", ""email"": """", ""item_id"": ""198"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
664,Rạp phim Starlight Quy Nhơn,,"Tầng 8 An Phú Thịnh Plaza, 52A Tăng Bạt Hổ, Quy Nhơn, Thành phố Qui Nhơn, Gia Lai",18,giai_tri,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=201"", ""email"": """", ""item_id"": ""201"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
665,Huyền thoại Làng chài,,"360 Nguyễn Thông, Thành phố Phan Thiết, Bình Thuận",10,giai_tri,0.0,0.0,0.0,,,0901111666,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=204"", ""email"": """", ""item_id"": ""204"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
666,Rạp chiếu phim 19-4,,"30 Nguyễn Du, Phan Thiết, Thành phố Phan Thiết, Bình Thuận",10,giai_tri,0.0,0.0,0.0,,,02523819941,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=207"", ""email"": """", ""item_id"": ""207"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
667,Rạp chiếu phim Lotte,,"Tầng 6, Lotte Mart Phan Thiết, KDC Hùng Vương I, Phú Thủy, Thành phố Phan Thiết, Bình Thuận",10,giai_tri,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=210"", ""email"": """", ""item_id"": ""210"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
668,Bến du thuyền - DHC Marina,,"Đường Trần Hưng Đạo, Quận Sơn Trà, Thành phố Đà Nẵng",60,giai_tri,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=213"", ""email"": """", ""item_id"": ""213"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
669,Công viên suối khoáng nóng núi Thần tài,,"Thôn Phú Túc, Huyện Hòa Vang, Thành phố Đà Nẵng",60,giai_tri,0.0,0.0,0.0,,,02363729999,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=216"", ""email"": ""sales@nuithantai.vn"", ""item_id"": ""216"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
670,Trung tâm giải trí Helio - Helio Center,,"Khu công viên Đông Nam Đài tưởng niệm, Đường 2/9, Hòa Cường, Quận Hải Châu, Thành phố Đà Nẵng",60,giai_tri,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=219"", ""email"": """", ""item_id"": ""219"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
671,Bảo tàng Thế giới Cà phê,,"Đường Nguyễn Đình Chiểu, Thành phố Buôn Ma Thuột, Đắc Lắk",0,giai_tri,0.0,0.0,0.0,,,0905375665,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=222"", ""email"": """", ""item_id"": ""222"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
672,Công viên nước Đắk Lắk,,"11 Nguyễn Chí Thanh, Thành phố Buôn Ma Thuột, Đắc Lắk",22,giai_tri,0.0,0.0,0.0,,,02623950381,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=225"", ""email"": """", ""item_id"": ""225"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
673,Làng cà phê Trung Nguyên,,"163 Lý Thái Tổ, Thành phố Buôn Ma Thuột, Đắc Lắk",22,giai_tri,0.0,0.0,0.0,,,02623958868,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=228"", ""email"": """", ""item_id"": ""228"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
674,Hồ trung tâm Gia Nghĩa,,"Đường Ngô Mây, Thị xã Gia Nghĩa, Đắc Nông",14,giai_tri,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=231"", ""email"": """", ""item_id"": ""231"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
675,Khu du lịch Phước Sơn,,"thôn 13, Huyện Đắk R'Lấp, Đắc Nông",0,giai_tri,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=234"", ""email"": """", ""item_id"": ""234"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
676,Khu du lịch Tà Đùng,,"Hồ Tà Đùng, Tà Đùng, Huyện Đăk Glong, Đắc Nông",14,giai_tri,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=237"", ""email"": """", ""item_id"": ""237"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
677,Bảo tàng Gia Lai,,"20 Phan Đình Phùng, Pleiku, Thành phố Pleiku",18,giai_tri,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=240"", ""email"": """", ""item_id"": ""240"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
678,Công viên Văn hóa Đồng Xanh,,"Thôn 5, An Phú, Thành phố Pleiku",18,giai_tri,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""vcgt"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/vcgt/?item=243"", ""email"": """", ""item_id"": ""243"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
